"household_key","zip5","length_of_residence","income","children","mosaic_household","mosaic_global_household","kcl_b_ind_mosaicsgrouping","new_mover_flag","motorcycle_indicator","sc_vehicle_manufacturer_name","sc_vehicle_model_name","target"
252739,2886,13,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,CAMRY,0
2969472,2857,15,"100-149,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,Y,N,Unknown,Unknown,1
86058057,2886,11,"50-59,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,Y,NISSAN,ALTIMA,1
8499706,2904,15,"40-49,999",No,Unknown,Unknown,Unknown,N,N,CADILLAC,XTS,0
100064720,2813,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
3980428,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,TOYOTA,AVALON,0
37543915,2818,15,"150 - 174,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,CHEVROLET,TAHOE,1
15919068,2861,15,"40-49,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,OLDSMOBILE,"88",0
3068279,2878,15,"100-149,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,TOYOTA,COROLLA,0
90083049,2838,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,BMW,"135I",0
11026468,2881,9,"200 - 249,999",Yes,Fast Track Couples,Career and Family,Promising Families,Y,Y,SATURN,LS,1
5219388,2917,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
7683926,2893,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
10917300,2818,15,"150 - 174,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
18950258,2917,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,HONDA,CIVIC,0
3523716,2904,3,"10-19,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
37553607,2907,15,"50-59,999",Yes,Unknown,Unknown,Unknown,N,Y,TOYOTA,TUNDRA,1
20576712,2816,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
19507772,2886,15,"90-99,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
12190798,2882,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
841359,2892,11,"150 - 174,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,TOYOTA,CAMRY,0
12268962,2865,15,"90-99,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
5687555,2806,15,"30-39,999",Yes,Generational Soup,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
14719890,2864,1,"50-59,999",No,Unknown,Unknown,Unknown,N,N,FORD,TRANSIT CONNECT,0
8642694,2864,15,"150 - 174,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,N,HYUNDAI,SONATA,1
37562155,2816,5,"50-59,999",Yes,Mid-scale Medley,Hard Working Blue Collar,Cultural Connections,N,N,JEEP,GRAND CHEROKEE,1
20330346,2886,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,VOLVO,V70,1
10290878,2860,15,"175 - 199,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
2580585,2886,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
14806063,2921,15,"100-149,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
12482304,2915,0,"0",No,Unknown,Unknown,Unknown,N,N,NISSAN,ALTIMA,0
3423838,2878,0,"0",No,Unknown,Unknown,Unknown,N,N,TOYOTA,ODYSSEY,1
656633,2852,4,"70-79,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
18821799,2861,13,"30-39,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,MAZDA,PROTEGE,1
10273839,2809,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
1893267,2816,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,HYUNDAI,ENTOURAGE,0
10981644,2915,15,"100-149,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,TOYOTA,TACOMA,0
3567395,2835,0,"0",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,Y,HYUNDAI,ELANTRA,0
13082800,2817,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
539224,2910,0,"0",No,Unknown,Unknown,Unknown,N,N,KIA,SPECTRA,1
15793164,2921,15,"10-19,999",No,Unknown,Unknown,Unknown,N,Y,MERCEDES-BENZ,CLK350,0
38265056,2861,15,"50-59,999",Yes,Status Seeking Singles,Sophisticated Singles,Young City Solos,N,Y,HONDA,CIVIC,0
4866654,2920,1,"100-149,999",Yes,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,HONDA,ACCORD,0
6117590,2888,1,"40-49,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,FORD,FOCUS,1
19593345,2871,7,"100-149,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,TOYOTA,SEBRING,0
674873,2886,15,"100-149,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,0
14668108,2865,15,"150 - 174,999",Yes,Unknown,Unknown,Unknown,N,Y,OLDSMOBILE,TSX,0
11118783,2889,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
11065297,2915,15,"60-69,999",Yes,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,HONDA,VERANO,0
10633059,2889,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
37524431,2865,0,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
18398735,2828,15,"40-49,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,TOYOTA,CAMRY,1
37565551,2840,8,"90-99,999",Yes,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,Y,HONDA,ACCORD,1
14265301,2827,8,"100-149,999",Yes,Picture Perfect Families,Career and Family,Power Elite,N,N,FORD,TAURUS,0
8027975,2920,15,"20-29,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,Y,LINCOLN,TOWN CAR,1
6417741,2839,0,"0",No,Settled and Sensible,Hard Working Blue Collar,Autumn Years,N,N,CHEVROLET,K1500,0
40802023,2910,15,"20-29,999",No,Unknown,Unknown,Unknown,N,N,KIA,FORTE,0
41756,2835,0,"0",No,Wired for Success,Sophisticated Singles,Significant Singles,N,N,Unknown,Unknown,0
8554749,2860,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1073567,2831,15,"60-69,999",Yes,Sports Utility Families,Career and Family,Surburban Style,N,N,HYUNDAI,SEBRING,0
3490405,2835,4,"200 - 249,999",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
20251443,2886,15,"0",No,Unknown,Unknown,Unknown,N,N,GEO,PRIZM,0
11261517,2840,11,"50-59,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,MAZDA,F-150,0
118068,2920,15,"70-79,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
84730340,2879,0,"0",No,Unknown,Unknown,Unknown,N,Y,TOYOTA,TOWN & COUNTRY,0
5404734,2908,3,"0",Yes,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,Y,VOLVO,RAV4,1
19180493,2896,15,"250K+",Yes,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,NISSAN,MURANO,0
9697355,2818,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
80492129,2888,2,"70-79,999",Yes,Unknown,Unknown,Unknown,N,Y,BUICK,LESABRE,0
727707,2816,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
8900417,2879,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,CHEVROLET,SILVERADO 1500,0
99704914,2816,0,"200 - 249,999",Yes,Unknown,Unknown,Unknown,Y,Y,MAZDA,PROTEGE,0
37545779,2885,12,"10-19,999",Yes,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,TOYOTA,COROLLA,0
14265007,2889,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
17674080,2891,13,"50-59,999",No,Full Steam Ahead,Routine Service Workers,Singles and Starters,N,N,Unknown,Unknown,0
11146699,2920,0,"0",No,Unknown,Unknown,Unknown,N,N,CHRYSLER,"300",0
17896696,2852,11,"100-149,999",Yes,Family Fun-tastic,Career and Family,Flourishing Families,N,Y,TOYOTA,RAV4,0
14378929,6043,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
15188242,2889,0,"0",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,FORD,MUSTANG,1
15496553,2871,0,"0",No,Unknown,Unknown,Unknown,N,Y,HONDA,ENVOY,1
20628538,2910,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
5831476,2914,10,"90-99,999",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,Unknown,Unknown,0
9940387,2840,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
18342178,2886,15,"100-149,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,CADILLAC,CTS,0
3335646,2864,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,Y,MERCURY,HHR,1
8983055,2879,4,"175 - 199,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,Unknown,Unknown,0
75849164,2910,13,"60-69,999",Yes,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,DODGE,NEON,1
2435873,2904,15,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,DODGE,GRAND CARAVAN,0
507621,2904,0,"0",No,Unknown,Unknown,Unknown,N,N,CHEVROLET,X5,0
19329246,2861,15,"90-99,999",No,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,N,FORD,EXPLORER SPORT TR,0
6675983,2806,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
7209064,2920,6,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,NISSAN,SENTRA,0
20509622,2874,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
4300462,2837,15,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
6920065,2816,15,"70-79,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,LINCOLN,ZEPHYR,0
18641415,2814,13,"175 - 199,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,1
872614,2882,14,"100-149,999",Yes,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,BUICK,LESABRE,0
6284701,2904,15,"50-59,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,HONDA,CIVIC,0
16084719,2871,15,"70-79,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
13710405,2920,5,"90-99,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
516107,2852,18,Under 10K,No,Cul de Sac Diversity,Career and Family,Surburban Style,N,N,Unknown,Unknown,0
15608390,2906,4,"175 - 199,999",No,Jet Set Urbanites,Bourgeois Prosperity,Power Elite,N,N,LAND ROVER,LR3,0
15727067,2825,0,"0",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,HONDA,ACCORD,1
2889460,2857,0,"0",No,Unknown,Unknown,Unknown,N,N,MAZDA,STS,0
353015,2903,6,"40-49,999",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,TOYOTA,CAMRY,0
17721872,2828,15,"175 - 199,999",Yes,Unknown,Unknown,Unknown,Y,N,CHEVROLET,IMPALA,1
10916807,2842,15,"100-149,999",No,Unknown,Unknown,Unknown,Y,Y,MINI,COOPER,0
9956269,2822,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,N,N,Unknown,Unknown,0
11257994,2818,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,JEEP,GRAND CHEROKEE,0
12026643,2882,7,"200 - 249,999",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,Y,TOYOTA,CIVIC,0
3434286,2893,13,"70-79,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,AVALON,0
2996046,2893,15,"60-69,999",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,Unknown,Unknown,1
15296516,2916,0,"0",No,Destination Recreation,Routine Service Workers,Middle Class Melting Pot,N,N,FORD,FUSION,0
1047510,2910,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
9719065,2879,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
14810426,2916,15,"60-69,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,1
10439554,2809,0,"0",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,HONDA,CIVIC,0
5881081,2888,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
13242206,2818,0,"0",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
7186619,2827,13,"100-149,999",No,Fast Track Couples,Career and Family,Promising Families,Y,N,Unknown,Unknown,1
3960627,6437,1,"150 - 174,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,MERCEDES-BENZ,E350,0
4584315,2921,15,"100-149,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,SAAB,"9000",0
18419912,2864,15,"10-19,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,TOYOTA,COROLLA,0
13099139,6410,0,"0",No,Unknown,Unknown,Unknown,N,N,NISSAN,SENTRA,0
10984612,2915,15,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,VOLVO,S80,0
7389136,2806,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,N,Unknown,Unknown,0
7187017,2888,15,"100-149,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,VOLKSWAGEN,TIGUAN,0
99704914,2816,1,"100-149,999",Yes,Fast Track Couples,Career and Family,Promising Families,Y,N,FORD,ESCAPE,0
37530002,2914,10,"50-59,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,HONDA,ACCORD,1
18950258,2917,13,"200 - 249,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,1
1095645,2886,15,"200 - 249,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,VOLVO,XC70,0
96611473,2921,6,"100-149,999",Yes,Generational Soup,Career and Family,Flourishing Families,N,N,Unknown,Unknown,0
86065353,2864,15,"100-149,999",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
5804210,2888,15,"70-79,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
2751660,2893,13,"70-79,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,CHEVROLET,COBALT,0
9135233,2860,4,"90-99,999",Yes,Bohemian Groove,Metropolitan Strugglers,Significant Singles,N,N,Unknown,Unknown,0
37532046,2879,8,"90-99,999",No,Unknown,Unknown,Unknown,Y,N,GMC,SIERRA,1
15338760,2885,15,"100-149,999",No,Unknown,Unknown,Unknown,N,N,BUICK,LUCERNE,0
12190864,2882,3,"70-79,999",No,Reaping Rewards,Comfortable Retirement,Golden Year Guardians,N,N,VOLVO,XC70,0
6613493,2879,15,"90-99,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,FORD,F-150,1
15249587,2861,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,1
6389478,2914,10,"70-79,999",Yes,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,PONTIAC,G6,0
15412105,2861,15,"20-29,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,COROLLA,0
13557351,2886,6,"60-69,999",Yes,Unknown,Unknown,Unknown,Y,Y,SUBARU,XV CROSSTREK,0
14719890,2864,0,"0",No,Unknown,Unknown,Unknown,N,N,FORD,TRANSIT CONNECT,1
19180493,2896,15,"250K+",Yes,Platinum Prosperity,Bourgeois Prosperity,Power Elite,N,N,CADILLAC,CTS,0
5578637,2840,0,"0",No,Unknown,Unknown,Unknown,N,N,BUICK,LUCERNE,1
3454683,2919,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
16894734,2886,5,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
14354805,2895,5,"60-69,999",Yes,Unknown,Unknown,Unknown,N,N,PONTIAC,TOWN & COUNTRY,0
20163202,2886,15,"60-69,999",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,FORD,FUSION,0
12104859,2865,15,"90-99,999",No,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,Y,HYUNDAI,GENESIS,0
7988999,2860,15,"20-29,999",No,Steadfast Conventionalists,Hard Working Blue Collar,Family Union,N,N,OLDSMOBILE,CUSTOM CRUISER,0
2904881,2888,15,Under 10K,No,Unknown,Unknown,Unknown,N,N,FORD,FOCUS,0
2404398,2833,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
872252,2919,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,HYUNDAI,SAVANA 1500,0
15673929,2891,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
10150612,2895,7,"90-99,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,NISSAN,VERSA,0
15317914,2825,15,"100-149,999",Yes,Unknown,Unknown,Unknown,Y,N,Unknown,Unknown,1
736538,2852,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
40505816,2888,15,"50-59,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,HYUNDAI,TUCSON,0
624067,2910,20,"100-149,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
6516241,2864,15,"10-19,999",Yes,Colleges and Cafes,Metropolitan Strugglers,Singles and Starters,N,N,VOLKSWAGEN,PASSAT,1
85068916,2852,0,"0",No,Unknown,Unknown,Unknown,N,N,HONDA,ACCORD,0
10764132,2840,15,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
14264619,2889,7,"175 - 199,999",Yes,Unknown,Unknown,Unknown,N,N,FORD,E-350 SUPER DUTY,0
9818004,2909,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
1253840,2886,0,"0",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,SATURN,L300,1
5726121,2920,15,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,VOLKSWAGON,PASSAT,1
8167835,2816,13,"90-99,999",No,Family Fun-tastic,Career and Family,Flourishing Families,N,N,BUICK,REGAL,1
12395946,2920,0,"60-69,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
4898837,2888,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,HYUNDAI,W3500 TILTMASTER,0
7399909,2840,10,"250K+",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
5886966,2886,15,"10-19,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,0
17832547,2891,14,"100-149,999",No,Booming and Consuming,Low Income Elders,Blue Sky Boomers,N,N,Unknown,Unknown,0
16873669,2917,13,"100-149,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,TOYOTA,FREELANDER,0
3411100,2857,15,"60-69,999",No,Town Elders,Comfortable Retirement,Golden Year Guardians,N,N,SATURN,ION,0
10245865,2920,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
12531255,2857,0,"0",No,Stockcars and State Parks,Routine Service Workers,Family Union,N,N,Unknown,Unknown,0
8882484,2840,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,Unknown,Unknown,0
5298304,2893,14,"40-49,999",No,Blue Collar Comfort,Hard Working Blue Collar,Family Union,N,N,SUBARU,OUTBACK,0
3040483,2816,0,"0",No,Digital Dependents,Hard Working Blue Collar,Singles and Starters,N,N,Unknown,Unknown,1
15563351,2825,11,"20-29,999",Yes,No Place Like Home,Routine Service Workers,Thriving Boomers,N,N,Unknown,Unknown,0
1078990,2852,4,"10-19,999",No,Everyday Moderates,Routine Service Workers,Middle Class Melting Pot,N,Y,RAM,"1500",0
1073567,2831,15,"60-69,999",Yes,Sports Utility Families,Career and Family,Surburban Style,N,Y,CHRYSLER,TOWN & COUNTRY,0
2910872,2893,1,"20-29,999",Yes,Rooted Flower Power,Post Industrial Survivors,Blue Sky Boomers,N,N,Unknown,Unknown,1
6195646,2888,0,"0",No,Destination Recreation,Routine Service Workers,Middle Class Melting Pot,N,N,HONDA,CIVIC,0
2247283,2857,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,Unknown,Unknown,0
1997557,2857,13,"100-149,999",Yes,Boomers and Boomerangs,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,1
72159859,2917,15,"150 - 174,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,JEEP,WRANGLER,0
9801670,2825,9,"70-79,999",No,No Place Like Home,Routine Service Workers,Thriving Boomers,N,Y,HONDA,CIVIC,1
4062322,2865,15,"90-99,999",Yes,Unknown,Unknown,Unknown,Y,N,HONDA,ACCORD,0
3901378,2864,15,"100-149,999",Yes,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
18029845,2896,6,"100-149,999",No,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,N,HONDA,CR-V,0
37586074,2837,0,"0",No,Golf Carts and Gourmets,Comfortable Retirement,Booming with Confidence,N,N,GMC,SUBURBAN 1500,0
6461453,2908,15,"100-149,999",Yes,Progressive Potpourri,Routine Service Workers,Middle Class Melting Pot,N,Y,KIA,SEDONA,0
5726121,2920,3,"100-149,999",No,Settled in Suburbia,Routine Service Workers,Surburban Style,N,N,Unknown,Unknown,0
749427,2874,15,"250K+",Yes,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,Y,BMW,Z3,0
8587484,2908,15,"40-49,999",Yes,Urban Survivors,Metropolitan Strugglers,Economic Challenges,N,N,TOYOTA,MAXIMA,0
85068633,2911,14,"70-79,999",Yes,Aging of Aquarius,Comfortable Retirement,Booming with Confidence,N,N,Unknown,Unknown,1
1047510,2910,0,"0",No,Fast Track Couples,Career and Family,Promising Families,N,N,HYUNDAI,TUCSON,0
815190,2831,15,"100-149,999",Yes,Settled and Sensible,Routine Service Workers,Thriving Boomers,N,N,MAZDA,SUBURBAN 2500,0
670356,2874,0,"0",No,Silver Sophisticates,Bourgeois Prosperity,Booming with Confidence,N,N,Unknown,Unknown,0
37671271,2886,0,"0",No,Aging in Place,Comfortable Retirement,Autumn Years,N,N,Unknown,Unknown,0
1810975,2857,0,"0",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,0
537973,2920,0,"0",No,Full Pockets  Empty Nests,Bourgeois Prosperity,Thriving Boomers,N,N,LEXUS,ES350,0
17237953,2827,7,"100-149,999",Yes,Aging of Aquarius,Bourgeois Prosperity,Booming with Confidence,N,Y,HONDA,CIVIC,0
9260201,2886,15,"10-19,999",No,Unknown,Unknown,Unknown,N,N,Unknown,Unknown,1
18103458,2896,15,"90-99,999",Yes,Unknown,Unknown,Unknown,N,N,FORD,MUSTANG,0
15727067,2825,15,"175 - 199,999",No,Unspoiled Splendor,Bourgeois Prosperity,Thriving Boomers,N,N,HYUNDAI,ELANTRA,1
7488283,2864,15,"90-99,999",Yes,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,HONDA,ACCORD,0
5166221,2911,15,"20-29,999",Yes,Settled in Suburbia,Routine Service Workers,Surburban Style,N,Y,TOYOTA,VENZA,0
11341282,2818,0,"0",No,American Royalty,Bourgeois Prosperity,Power Elite,N,Y,TOYOTA,PRIUS,0
20587686,2852,15,"200 - 249,999",No,Aging in Place,Comfortable Retirement,Autumn Years,N,Y,VOLVO,S60,0
16693429,2886,15,"10-19,999",No,Unknown,Unknown,Unknown,Y,Y,HONDA,CIVIC,0
20023961,2910,15,"30-39,999",No,Unknown,Unknown,Unknown,N,N,HONDA,ACCORD,0
84284056,2865,15,"10-19,999",No,Unknown,Unknown,Unknown,N,N,TOYOTA,COROLLA,0
19514572,2886,0,"0",No,Senior Discounts,Low Income Elders,Golden Year Guardians,Y,Y,CHEVROLET,CRUZE,0
